log2FoldChange	locus_tag	geneID	product	Operon	max_L2FC_per_operon	L2FC_SQvsLac	L2FC_SQvsLac_AbsDiff	L2FC_NissleVsK12	L2FC_NissleVsK12_AbsDiff	KEGG_PATHWAY	Function_COG	baseMean	lfcSE	stat	pvalue	padj	locus_tag_k12	midpoint	COGgene	PosLeft	postRight	Strand	INTERPRO	UP_KW_BIOLOGICAL_PROCESS	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	PUBMED_ID	GENERIF_SUMMARY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	Category_COG
2.27938385525334	b1490	dosC	diguanylate cyclase DosC	831.0	2.27938385525334	similar	1.4511497479760167	specific			[T] FOG: GGDEF domain   	120.775922494203	0.287027264823953	7.94134960193203	1.9999310454649206e-15	4.02861926936136e-14	b1490	1566449.0	COG2199	1565758.0	1567140.0	-	IPR000160:GGDEF domain,IPR009050:Globin-like,IPR012292:Globin, structural domain,	KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0342~GTP-binding,KW-0349~Heme,KW-0408~Iron,KW-0460~Magnesium,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0808~Transferase,	9278503,11557134,11574054,11682196,15306016,15818467,16045609,16397293,16418169,16738553,17010156,18713317,19332833,19764732,20553324,20576684,21067162,21873635,26063650,26527135,28792538,31655742,	20553324:These results suggest that YddV and Dos, through their opposite activities, fine-tune curli production in response to oxygen availability.,20576684:yddV positively controls pgaABCD expression and poly-N-acetylglucosamine production.,28792538:Study reports the critical residues of globin-coupled diguanylate cyclases EcGReg (dosC) from Escherichia coli and BpeGReg from Bordetella pertussis; show that their diguanylate cyclase activity requires an intact globin domain. Results suggest distal residues of the globin domain affect diguanylate cyclase activity and that BpeGReg may interact with other c-di-GMP-metabolizing proteins to form mixed signaling teams,31655742:DosC is a diguanylate cyclase that synthesizes c-di-GMP from GTP, whereas DosP is a phosphodiesterase that linearizes c-di-GMP to pGpG. [review],	GO:0043709~cell adhesion involved in single-species biofilm formation,GO:0070482~response to oxygen levels,GO:1902201~negative regulation of bacterial-type flagellum-dependent cell motility,	GO:0005886~plasma membrane,	GO:0000166~nucleotide binding,GO:0005515~protein binding,GO:0005525~GTP binding,GO:0016740~transferase activity,GO:0019825~oxygen binding,GO:0020037~heme binding,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0052621~diguanylate cyclase activity,GO:0070025~carbon monoxide binding,	Signal transduction mechanisms [T]
2.31021258471237	b2340	sixA	phosphohistidine phosphatase SixA	1304.0	2.31021258471237	specific		similar	0.80545673126812		[T] Phosphohistidine phosphatase SixA   	81.3672637742548	0.335703636218031	6.8817025955952	5.9141386692007685e-12	9.252474811409528e-11	b2340	2456570.0	COG2062	2456327.0	2456812.0	-	IPR004449:Phosphohistidine phosphatase SixA, subgroup,IPR013078:Histidine phosphatase superfamily, clade-1,			KW-0378~Hydrolase,KW-0904~Protein phosphatase,	9205837,9278503,9489669,10089421,10192921,10734219,12900013,15670209,16397293,16738553,17628145,18092946,21873635,24561554,30482831,33199374,	15670209:crystal structure; results provide the first three-dimensional view of a bacterial protein histidine phosphatase, revealing a compact alpha/beta architecture,30482831:The results presented here suggest a model in which SixA removes phosphoryl groups from the nitrogen-related phosphotransferase system by acting on NPr.,	GO:0006464~cellular protein modification process,GO:0035971~peptidyl-histidine dephosphorylation,GO:0036211~protein modification process,GO:0070297~regulation of phosphorelay signal transduction system,	GO:0005737~cytoplasm,	GO:0004721~phosphoprotein phosphatase activity,GO:0005515~protein binding,GO:0016787~hydrolase activity,GO:0101006~protein histidine phosphatase activity,	Signal transduction mechanisms [T]
2.31648299188035	b2799	fucO	L-1,2-propanediol oxidoreductase	1529.0	2.31648299188035	specific		specific		eco00630:Glyoxylate and dicarboxylate metabolism,eco00640:Propanoate metabolism,eco01100:Metabolic pathways,eco01120:Microbial metabolism in diverse environments,	[C] Alcohol dehydrogenase, class IV  	9.59182969973219	0.913211790802023	2.53663281093415	0.0111924279620146	0.0376172987774579	b2799	2932439.0	COG1454	2931865.0	2933013.0	-	IPR001670:Alcohol dehydrogenase, iron-type,IPR013460:Lactaldehyde reductase,IPR018211:Alcohol dehydrogenase, iron-type, conserved site,	KW-0119~Carbohydrate metabolism,KW-0294~Fucose metabolism,	KW-0408~Iron,KW-0479~Metal-binding,KW-0520~NAD,KW-0547~Nucleotide-binding,	KW-0560~Oxidoreductase,	40956,181364,361712,1730033,2203757,2553671,2644239,2661535,2664711,2834341,3301811,3325779,4306747,4595205,6214544,6319547,6336729,6418721,6421801,7011418,7016842,8120011,8385012,9278503,9525938,9851711,10601201,11101319,15123798,15911532,15995211,16397293,16738553,17709419,21685167,21873635,24561554,24673815,	21685167:Expression of fucO from plasmids was shown to increase furfural tolerance by 50% and to permit the fermentation of 15 mM furfural.,24673815:Analyzed effects of mutations inserted during directed evolution of FucO. Kinetic properties of evolved variants have been determined and the observed differences have been rationalized by modeling the tertiary structures of variant and wild-type enzyme.,	GO:0005975~carbohydrate metabolic process,GO:0006004~fucose metabolic process,GO:0019301~rhamnose catabolic process,GO:0019317~fucose catabolic process,GO:0042355~L-fucose catabolic process,GO:0042846~glycol catabolic process,GO:0051143~propanediol metabolic process,	GO:0005829~cytosol,	GO:0000166~nucleotide binding,GO:0004022~alcohol dehydrogenase (NAD) activity,GO:0008198~ferrous iron binding,GO:0008912~lactaldehyde reductase activity,GO:0016491~oxidoreductase activity,GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0052660~R-lactaldehyde reductase activity,GO:0052661~S-lactaldehyde reductase activity,	Energy production and conversion [C]
2.33182805653365	b3418	malT	DNA-binding transcriptional activator MalT	1833.0	2.33182805653365	similar	0.3674523852915601	similar	0.44608504865736		[K] ATP-dependent transcriptional regulator   	193.343602078818	0.249132418308269	9.359793768984	7.989247891649651e-21	2.30740103073116e-19	b3418	3554438.0	COG2909	3553085.0	3555790.0	+	IPR000792:Transcription regulator LuxR, C-terminal,IPR011990:Tetratricopeptide-like helical,IPR016032:Signal transduction response regulator, C-terminal effector,IPR023768:Transcriptional regulator HTH-type, MalT,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	KW-0119~Carbohydrate metabolism,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0010~Activator,KW-0238~DNA-binding,	118263,778586,1544897,1666689,1918057,2180908,2423504,2524384,2538630,2664421,2693596,3015733,3049541,4587612,4940111,4943758,6259122,6283313,6315676,6321442,6325162,6458595,6993855,6998971,7040340,7830577,8227007,8248202,8809174,8895588,8952481,9278503,9484893,9529892,9822819,9829919,10361281,10510236,10559195,10692154,10698925,10973069,11209048,11544231,11709169,11709552,11867639,11931562,12003949,12180984,12368244,12374803,12627170,15180985,15491603,15690043,15733913,16321936,16397293,16702438,16738553,17964259,18473943,19028900,19217388,19502392,20545845,20693326,22157000,22715926,24561554,25740650,26635367,	15733913:Data suggest that the MalT/MalK interaction might involve two distinct contact sites on each partner.,17964259:ATPase activity of malT is not essential for downstream signaling but plays a key role in the integration of regulatory signals.,19028900:Overexpression of glk leads to a reduction in mal gene expression and interpret of this repression is a direct interaction of Glk with MalT concomitant with MalT inhibition.,19502392:Data report that cells lacking OmpR and harboring constitutively active MalT undergo premature death that involves increased expression of the outer membrane porin LamB.,20545845:The inducer maltotriose binds in the central cavity of the tetratricopeptide-like sensor domain of MalT.,20693326:Substitutions of R171 impaired both ATP hydrolysis and multimerization, which is consistent with an arginine finger function and provides further evidence that ATP hydrolysis is primarily catalyzed by MalT multimers.,22715926:The molecular entity that interacts with MalT is not free MalK, but the maltose transporter, MalFGK(2) , which sequesters MalT to the membrane.,25740650:pinpointed the NOD-arm interface of the MalT STAND transcription factor, and generated a MalT variant in which this interface can be covalently locked on demand, thereby trapping the NOD in the closed state,	GO:0005975~carbohydrate metabolic process,GO:0006355~regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045913~positive regulation of carbohydrate metabolic process,		GO:0000166~nucleotide binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0042802~identical protein binding,GO:0048031~trisaccharide binding,	Transcription [K]
2.33200758688233	b2980	glcC	DNA-binding transcriptional dual regulator GlcC	1629.0	2.33200758688233	specific		similar	2.8180179793551603		[K] Transcriptional regulators    	29.2127673504849	0.532916348441276	4.37593553604276	1.20912747803891e-05	8.8938684661478e-05	b2980	3128654.0	COG2186	3128272.0	3129036.0	+	IPR000524:Transcription regulator HTH, GntR,IPR008920:Fatty acid responsive transcription factor FadR, C-terminal,IPR011711:GntR, C-terminal,	KW-0804~Transcription,KW-0805~Transcription regulation,		KW-0010~Activator,KW-0238~DNA-binding,KW-0678~Repressor,	8606183,9278503,9880556,11756427,16397293,16738553,19053140,24561554,		GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,	Transcription [K]
2.3730854601122	b2008	yeeA	putative transporter YeeA	1142.0	2.3730854601122	specific		specific			[S] Predicted membrane protein   	14.5952199941846	0.743200573960143	3.19306193140732	0.0014077275134324	0.0065144387333315	b2008	2080062.0	COG1289	2079533.0	2080591.0	-	IPR006726:Para-hydroxybenzoic acid efflux pump subunit AaeB/fusaric acid resistance protein,				9097040,9278503,11574054,15919996,16120447,16397293,16738553,21873635,		GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	Function unknown [S]
2.37806083396592	b1376	uspF	universal stress protein F	759.0	2.37806083396592	similar	0.60136419154849	similar	1.2994274887682		[T] Universal stress protein UspA and related	51.7620777659154	0.423571248259119	5.61431127287267	1.97346685965008e-08	2.26105013436488e-07	b1376	1435402.0	COG0589	1435185.0	1435619.0	-	IPR006015:Universal stress protein A,IPR006016:UspA,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,				8740179,9278503,9298646,11574054,11849540,12381839,15852340,16159755,16159758,16180237,16397293,16738553,18514734,19589130,	8740179,9298646:N-terminus verified by Edman degradation on complete protein,	GO:0006979~response to oxidative stress,GO:0007155~cell adhesion,GO:1902021~regulation of bacterial-type flagellum-dependent cell motility,		GO:0005515~protein binding,GO:0005524~ATP binding,	Signal transduction mechanisms [T]
2.37905875939503	b1156	tfaE	putative tail fiber assembly protein TfaE	612.0	2.37905875939503	specific		specific				17.7067910302553	0.682305154660648	3.48679581730301	0.0004888444216757	0.002527883402021	b1156	1208818.0		1208517.0	1209119.0	-	IPR003458:Bacteriophage T4, Gp38, tail fibre assembly,				3894006,9278503,12886937,14733619,16397293,16738553,24561554,				GO:0005515~protein binding,	
1.38679449168789	b3894	fdoG	formate dehydrogenase O subunit alpha	2096.0	2.38105746540037	specific		similar	0.3774607370241298	eco00630:Glyoxylate and dicarboxylate metabolism,eco00680:Methane metabolism,eco01100:Metabolic pathways,eco01120:Microbial metabolism in diverse environments,eco01200:Carbon metabolism,	[C] Anaerobic dehydrogenases, typically selenocysteine-containing  	254.494831318933	0.213234572705756	6.50360996385672	7.84150523758994e-11	1.11886662695612e-09	b3894	4084297.0	COG0243	4082772.0	4085822.0	-	IPR006311:Twin-arginine translocation pathway, signal sequence,IPR006443:Formate dehydrogenase, alpha subunit, anaerobic,IPR006655:Molybdopterin oxidoreductase, prokaryotic, conserved site,IPR006656:Molybdopterin oxidoreductase,IPR006657:Molydopterin dinucleotide-binding domain,IPR006963:Molybdopterin oxidoreductase, 4Fe-4S domain,IPR009010:Aspartate decarboxylase-like domain,IPR027467:Molybdopterin oxidoreductase, molybdopterin cofactor binding site,		KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0500~Molybdenum,KW-0520~NAD,	KW-0560~Oxidoreductase,	1504073,1650339,7747941,8346018,8522521,9274019,9278503,9852007,10760151,11967071,12367533,12721369,14560665,15004283,15797911,15802249,15817387,15919727,16397293,16445746,16606699,16738553,16858726,17218314,17349664,19151138,19402753,20974141,21873635,22157000,32127419,		GO:0006788~heme oxidation,GO:0006974~cellular response to DNA damage stimulus,GO:0009061~anaerobic respiration,GO:0015944~formate oxidation,GO:0019645~anaerobic electron transport chain,GO:0045333~cellular respiration,	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0009326~formate dehydrogenase complex,GO:0016020~membrane,GO:0042597~periplasmic space,	GO:0005515~protein binding,GO:0008863~formate dehydrogenase (NAD+) activity,GO:0009055~electron carrier activity,GO:0016491~oxidoreductase activity,GO:0030151~molybdenum ion binding,GO:0036397~formate dehydrogenase (quinone) activity,GO:0043546~molybdopterin cofactor binding,GO:0046872~metal ion binding,GO:0047111~formate dehydrogenase (cytochrome-c-553) activity,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	Energy production and conversion [C]
2.38105746540037	b3892	fdoI	formate dehydrogenase O subunit gamma	2096.0	2.38105746540037	specific		similar	1.35981249666326	eco00630:Glyoxylate and dicarboxylate metabolism,eco00680:Methane metabolism,eco01100:Metabolic pathways,eco01120:Microbial metabolism in diverse environments,eco01200:Carbon metabolism,	[C] Cytochrome b subunit of formate dehydrogenase	28.3399944841335	0.531720832610502	4.47802177264805	7.53379193108138e-06	5.76157487136298e-05	b3892	4081542.0	COG2864	4081225.0	4081860.0	-	IPR006471:Formate dehydrogenase, gamma subunit,IPR011577:Cytochrome b561, bacterial/Ni-hydrogenase,IPR016174:Di-haem cytochrome, transmembrane,	KW-0249~Electron transport,KW-0813~Transport,	KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,		1504073,1650339,7747941,8346018,8522521,9278503,9852007,11967071,15919996,16120447,16397293,16738553,16849790,21873635,		GO:0006788~heme oxidation,GO:0006974~cellular response to DNA damage stimulus,GO:0009061~anaerobic respiration,GO:0015944~formate oxidation,GO:0019645~anaerobic electron transport chain,GO:0022904~respiratory electron transport chain,GO:0045333~cellular respiration,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009326~formate dehydrogenase complex,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0008863~formate dehydrogenase (NAD+) activity,GO:0009055~electron carrier activity,GO:0036397~formate dehydrogenase (quinone) activity,GO:0046872~metal ion binding,	Energy production and conversion [C]
1.99852096245417	b3893	fdoH	formate dehydrogenase O subunit beta	2096.0	2.38105746540037	specific		similar	1.095001329879444	eco00630:Glyoxylate and dicarboxylate metabolism,eco00680:Methane metabolism,eco01100:Metabolic pathways,eco01120:Microbial metabolism in diverse environments,eco01200:Carbon metabolism,	[C] Fe-S-cluster-containing hydrogenase components 1  	48.3368098163514	0.4574283387829	4.36903618121194	1.24796091530053e-05	9.1359038977583e-05	b3893	4082308.0	COG0437	4081857.0	4082759.0	-	IPR006470:Formate dehydrogenase, beta subunit,IPR014603:Formate dehydrogenase, iron-sulphur subunit,IPR015246:Formate dehydrogenase, transmembrane,IPR017896:4Fe-4S ferredoxin-type, iron-sulpur binding domain,IPR017900:4Fe-4S ferredoxin, iron-sulphur binding, conserved site,	KW-0249~Electron transport,KW-0813~Transport,	KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,		1504073,1650339,7747941,8346018,8522521,9278503,9852007,12940994,16397293,16738553,16858726,17224607,29044403,	29044403:These results suggested that formate dehydrogenase-O serves as an electron transfer element in glucose metabolism to promote oxidative stress tolerance and survival in stationary phase.,	GO:0006788~heme oxidation,GO:0015944~formate oxidation,GO:0019645~anaerobic electron transport chain,GO:0045333~cellular respiration,	GO:0005886~plasma membrane,GO:0009326~formate dehydrogenase complex,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0031235~intrinsic component of the cytoplasmic side of the plasma membrane,	GO:0036397~formate dehydrogenase (quinone) activity,GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	Energy production and conversion [C]
2.38215904644228	b0269	yagF	D-xylonate dehydratase	134.0	2.38215904644228	specific		specific		eco00040:Pentose and glucuronate interconversions,eco01100:Metabolic pathways,	[EG] Dihydroxyacid dehydratase/phosphogluconate dehydratase   	15.4420852675677	0.733685747438631	3.24683838381572	0.0011669463484222	0.0055416466037554	b0269	284184.0	COG0129	283201.0	285168.0	+	IPR000581:Dihydroxy-acid/6-phosphogluconate dehydratase,IPR017798:Dehydratase, YjhG/YagF, putative,IPR020558:Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site,			KW-0456~Lyase,	9278503,12886937,16397293,16738553,17949301,21873635,21917451,29392388,		GO:0019752~carboxylic acid metabolic process,GO:0044238~primary metabolic process,GO:0046176~aldonic acid catabolic process,	GO:0005829~cytosol,	GO:0003824~catalytic activity,GO:0016829~lyase activity,GO:0016836~hydro-lyase activity,GO:0050401~xylonate dehydratase activity,	Amino acid transport and metabolism [E]
2.38359633450842	b4518	ymdF	stress-induced bacterial acidophilic repeat motifs-containing protein YmdF	544.0	2.38359633450842	specific		similar	0.8332996133216302		[R] General stress protein   	85.1446343174614	0.343638596208634	6.93634638485503	4.02370325885866e-12	6.490486111288659e-11	b4518	1068168.0	COG3729	1068081.0	1068254.0	+	IPR019626:Stress-induced protein, KGG, repeat,				9278503,15361881,15470461,15690043,16397293,16738553,35798749,		GO:0043709~cell adhesion involved in single-species biofilm formation,			General function prediction only [R]
2.14159709751253	b4153	frdB	fumarate reductase iron-sulfur protein	2247.0	2.38522765312544	similar	0.0768044595263601	opposite	3.54777245050392	eco00020:Citrate cycle (TCA cycle),eco00190:Oxidative phosphorylation,eco00620:Pyruvate metabolism,eco00650:Butanoate metabolism,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01120:Microbial metabolism in diverse environments,eco01200:Carbon metabolism,eco02020:Two-component system,	[C] Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	30.3561987653289	0.54398392869174	3.93687567693954	8.25493458055601e-05	0.0005068069397863	b4153	4380150.0	COG0479	4379783.0	4380517.0	-	IPR001041:2Fe-2S ferredoxin-type domain,IPR004489:Succinate dehydrogenase/fumarate reductase iron-sulphur protein,IPR006058:2Fe-2S ferredoxin, iron-sulphur binding site,IPR009051:Alpha-helical ferredoxin,IPR012675:Beta-grasp domain,IPR017896:4Fe-4S ferredoxin-type, iron-sulpur binding domain,IPR017900:4Fe-4S ferredoxin, iron-sulphur binding, conserved site,IPR025192:Succinate dehydogenase/fumarate reductase N-terminal,	KW-0249~Electron transport,KW-0813~Transport,KW-0816~Tricarboxylic acid cycle,	KW-0001~2Fe-2S,KW-0003~3Fe-4S,KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,	KW-0560~Oxidoreductase,	383238,391567,1312345,2174169,2643383,2659351,2668268,2673305,2844784,2996520,2996525,2999070,3008149,3511050,3910107,6251026,6388571,6450867,6751816,6754697,7013950,7041115,7547971,7610040,7642483,7961411,8419359,8499449,8576043,8702865,9210286,9278503,9514256,10373108,10486141,10648801,10833406,10981634,11551223,11803023,11850430,14109218,15361522,15654871,15884941,15911532,16397293,16484232,16738553,16829675,16858726,17137328,18337747,21873635,24561554,27402625,	6751816:N-terminus verified by Edman degradation on mature peptide,	GO:0006099~tricarboxylic acid cycle,GO:0006113~fermentation,GO:0009061~anaerobic respiration,GO:0022900~electron transport chain,GO:0044780~bacterial-type flagellum assembly,GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0045284~plasma membrane fumarate reductase complex,	GO:0005515~protein binding,GO:0009055~electron carrier activity,GO:0016491~oxidoreductase activity,GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051537~2 iron, 2 sulfur cluster binding,GO:0051538~3 iron, 4 sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	Energy production and conversion [C]
2.38522765312544	b4154	frdA	fumarate reductase flavoprotein subunit	2247.0	2.38522765312544	similar	0.1902184148824197	opposite	3.83389957208803	eco00020:Citrate cycle (TCA cycle),eco00190:Oxidative phosphorylation,eco00620:Pyruvate metabolism,eco00650:Butanoate metabolism,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01120:Microbial metabolism in diverse environments,eco01200:Carbon metabolism,eco02020:Two-component system,	[C] Succinate dehydrogenase/fumarate reductase, flavoprotein subunit 	100.787393783225	0.347342088485613	6.86708502135421	6.5527020651302e-12	1.01484561631815e-10	b4154	4381414.0	COG1053	4380510.0	4382318.0	-	IPR003952:Fumarate reductase/succinate dehydrogenase, FAD-binding site,IPR003953:FAD binding domain,IPR005884:Fumarate reductase, flavoprotein subunit,IPR011280:Succinate dehydrogenase/fumarate reductase, flavoprotein subunit, low-GC Gram-positive bacteria,IPR014006:Succinate dehydrogenase/fumarate reductase, flavoprotein subunit,IPR015939:Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal,IPR027477:Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain,	KW-0249~Electron transport,KW-0813~Transport,	KW-0274~FAD,KW-0285~Flavoprotein,KW-0547~Nucleotide-binding,	KW-0560~Oxidoreductase,	381310,383238,391567,1804764,1856194,2643383,2659351,2668268,2673305,2844784,2999070,3008149,3511050,3910107,4339718,6251026,6383359,6446651,6450867,6751816,6754697,7013950,7019717,7037404,7041115,7610040,7642483,7649986,7961411,8419359,8499449,8576043,8702865,9210286,9278503,9514256,10373108,10425677,10486141,10648801,10833406,10981634,11551223,11803023,11850430,11967071,12200425,14109218,14996819,15361522,15448692,15654871,15690043,15884941,15995204,16397293,16484232,16738553,16829675,16858726,16997589,17137328,17222132,18337747,19471981,20484676,21873635,24374335,	16484232:structural and catalytic analyses of the FrdA E49Q and SdhA Q50E mutants suggest that coulombic effects and the electronic state of the FAD are critical for directionality of the succinate/fumarate interconversions,24374335:We demonstrate that the FAD assembly factor SdhE, which flavinylates and activates the respiratory enzyme succinate dehydrogenase (SDH), is also required for the complete activation and flavinylation of fumarate reductase .,	GO:0006113~fermentation,GO:0006974~cellular response to DNA damage stimulus,GO:0009061~anaerobic respiration,GO:0022900~electron transport chain,GO:0044780~bacterial-type flagellum assembly,GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0045284~plasma membrane fumarate reductase complex,	GO:0000104~succinate dehydrogenase activity,GO:0000166~nucleotide binding,GO:0005515~protein binding,GO:0009055~electron carrier activity,GO:0016491~oxidoreductase activity,GO:0016627~oxidoreductase activity, acting on the CH-CH group of donors,GO:0050660~flavin adenine dinucleotide binding,GO:0071949~FAD binding,	Energy production and conversion [C]
2.38880419622212	b0346	mhpR	DNA-binding transcriptional activator MhpR	177.0	2.38880419622212	specific		specific			[K] Transcriptional regulator    	38.9749763826568	0.470767007894832	5.07428123925747	3.88963419397914e-07	3.70353612391593e-06	b0346	368004.0	COG1414	367587.0	368420.0	-	IPR005471:Transcription regulator IclR, N-terminal,IPR014757:Transcription regulator IclR, C-terminal,	KW-0058~Aromatic hydrocarbons catabolism,KW-0804~Transcription,KW-0805~Transcription regulation,		KW-0010~Activator,KW-0238~DNA-binding,	3531186,9098055,9278503,9603882,12748194,16397293,16738553,19520845,21873635,	12748194:N-terminus verified by Edman degradation on complete protein,19520845:3-Hydroxyphenylpropionate and phenylpropionate are synergistic activators of the MhpR transcriptional regulator from Escherichia coli,	GO:0006355~regulation of transcription, DNA-templated,GO:0019439~aromatic compound catabolic process,GO:0045892~negative regulation of transcription, DNA-templated,		GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	Transcription [K]
1.90215513357587	b3541	dppD	dipeptide ABC transporter ATP binding subunit DppD	1915.0	2.40234965326911	similar	0.89765988616225	similar	0.6216167874040699	eco02010:ABC transporters,	[EP] ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	79.0469437109094	0.336814296967876	5.64748928623206	1.62807978283053e-08	1.89348750591837e-07	b3541	3703356.0	COG0444	3702865.0	3703848.0	-	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR013563:Oligopeptide/dipeptide ABC transporter, C-terminal,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-1278~Translocase,	368023,1478454,1702779,1956284,4126826,6389518,6389761,7536291,8041620,8444807,8496961,8527431,8563629,8789466,9278503,9593292,10537211,10972807,11147841,11513805,11683869,12654735,14342337,15176868,15690043,16397293,16738553,16905647,17122063,17309111,24561554,		GO:0015031~protein transport,GO:0015833~peptide transport,GO:0035351~heme transmembrane transport,GO:0035442~dipeptide transmembrane transport,GO:0042938~dipeptide transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,	GO:0000166~nucleotide binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0015232~heme transporter activity,GO:0016887~ATPase activity,GO:0071916~dipeptide transmembrane transporter activity,	Amino acid transport and metabolism [E]
2.40234965326911	b3544	dppA	dipeptide ABC transporter periplasmic binding protein	1915.0	2.40234965326911	similar	0.89762044049647	similar	0.80488206654897	eco02010:ABC transporters,eco02030:Bacterial chemotaxis,	[E] ABC-type dipeptide transport system, periplasmic component	1468.29519288572	0.18841547253818	12.7502779941934	3.10635551637575e-37	2.03697610669576e-35	b3544	3706902.0	COG0747	3706098.0	3707705.0	-	IPR000914:Bacterial extracellular solute-binding protein, family 5,IPR023765:Bacterial extracellular solute-binding protein, family 5, conserved site,	KW-0145~Chemotaxis,KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,			368023,1478454,1702779,1956284,3520334,4126826,6389518,6389761,7033214,7536291,8041620,8444807,8496961,8527431,8563629,8789466,9278503,9298646,9600841,9740056,10537211,10726772,10806384,10972807,11147841,11513805,11683869,12654735,14342337,14726535,15176868,15911532,16397293,16738553,16905647,17122063,17187058,17264113,18287020,18312576,18557941,19118352,21873635,24140104,26003922,	1956284,9298646,9600841,9740056,10972807:N-terminus verified by Edman degradation on mature peptide,	GO:0006935~chemotaxis,GO:0015031~protein transport,GO:0015833~peptide transport,GO:0035351~heme transmembrane transport,GO:0035442~dipeptide transmembrane transport,GO:0042938~dipeptide transport,GO:0055085~transmembrane transport,GO:0061077~chaperone-mediated protein folding,	GO:0030288~outer membrane-bounded periplasmic space,GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,	GO:0020037~heme binding,GO:0042277~peptide binding,GO:0071916~dipeptide transmembrane transporter activity,GO:1904680~peptide transmembrane transporter activity,	Amino acid transport and metabolism [E]
